,0,1
903,1445299200000,270.2663999999999
904,1445385600000,267.0187
905,1445472000000,273.5729999999999
906,1445558400000,277.3883999999999
907,1445644800000,282.9566
908,1445731200000,284.749
909,1445817600000,285.5159
910,1445904000000,294.8093999999999
911,1445990400000,303.6366
912,1446076800000,313.9073
913,1446163200000,325.8005999999999
914,1446249600000,312.2783
915,1446336000000,324.9970999999999
916,1446422400000,350.7678
917,1446508800000,398.2369
918,1446595200000,404.3588
919,1446681600000,387.473
920,1446768000000,372.8260000000001
921,1446854400000,387.0599999999999
922,1446940800000,371.5020000000001
923,1447027200000,380.6439999999999
924,1447113600000,336.8729999999999
925,1447200000000,305.9829999999999
926,1447286400000,337.955
927,1447372800000,337.372
928,1447459200000,331.501
929,1447545600000,320.484
930,1447632000000,331.353
931,1447718400000,335.111
932,1447804800000,335.447
933,1447891200000,325.5680000000001
934,1447977600000,321.417
935,1448064000000,325.159
936,1448150400000,323.395
937,1448236800000,322.8290000000001
938,1448323200000,319.9789999999999
939,1448409600000,328.1689999999999
940,1448496000000,356.245
941,1448582400000,359.011
942,1448668800000,356.212
943,1448755200000,371.4880000000001
944,1448841600000,378.265
945,1448928000000,363.4499999999999
946,1449014400000,358.8199999999999
947,1449100800000,360.954
948,1449187200000,362.7669999999999
949,1449273600000,390.645
950,1449360000000,394.0109999999999
951,1449446400000,394.355
952,1449532800000,412.9300000000001
953,1449619200000,417.3679999999999
954,1449705600000,416.91
955,1449792000000,452.4149999999999
956,1449878400000,434.903
957,1449964800000,435.8150000000001
958,1450051200000,443.277
959,1450137600000,464.9989999999999
960,1450224000000,453.9139999999999
961,1450310400000,456.473
962,1450396800000,463.816
963,1450483200000,462.0529999999999
964,1450569600000,441.1289999999999
965,1450656000000,437.8090000000001
966,1450742400000,436.2370000000001
967,1450828800000,442.821
968,1450915200000,454.907
969,1451001600000,455.7419999999999
970,1451088000000,417.092
971,1451174400000,423.925
972,1451260800000,420.708
973,1451347200000,432.1540000000001
974,1451433600000,426.811
975,1451520000000,431.139
976,1451606400000,434.4269999999999
977,1451692800000,434.3260000000001
978,1451779200000,430.198
979,1451865600000,433.5339999999999
980,1451952000000,432.115
981,1452038400000,431.3430000000001
982,1452124800000,456.434
983,1452211200000,454.6963000000001
984,1452297600000,448.7090000000001
985,1452384000000,447.2069999999999
986,1452470400000,448.3490000000001
987,1452556800000,445.792
988,1452643200000,432.1200000000001
989,1452729600000,429.2429999999999
990,1452816000000,365.912
991,1452902400000,384.813
992,1452988800000,386.3560000000001
993,1453075200000,385.1320000000001
994,1453161600000,379.015
995,1453248000000,418.848
996,1453334400000,407.8150000000002
997,1453420800000,377.2100000000001
998,1453507200000,389.6409999999999
999,1453593600000,403.0559999999999
1000,1453680000000,392.3260000000001
1001,1453766400000,392.4559999999998
1002,1453852800000,394.491
1003,1453939200000,379.5519999999999
1004,1454025600000,378.912
1005,1454112000000,376.921
1006,1454198400000,364.352
1007,1454284800000,371.041
1008,1454371200000,372.8679999999999
1009,1454457600000,368.124
1010,1454544000000,388.3759999999999
1011,1454630400000,385.7330000000001
1012,1454716800000,374.9049999999999
1013,1454803200000,375.5170000000002
1014,1454889600000,371.1359999999999
1015,1454976000000,373.909
1016,1455062400000,379.829
1017,1455148800000,377.058
1018,1455235200000,382.72
1019,1455321600000,390.4240000000001
1020,1455408000000,404.1440000000001
1021,1455494400000,399.379
1022,1455580800000,407.0129999999998
1023,1455667200000,416.8499999999999
1024,1455753600000,421.4220000000001
1025,1455840000000,419.377
1026,1455926400000,441.1199999999998
1027,1456012800000,438.6499999999999
1028,1456099200000,437.8029999999999
1029,1456185600000,420.3020000000001
1030,1456272000000,423.1870000000001
1031,1456358400000,423.142
1032,1456444800000,427.029
1033,1456531200000,432.1390000000001
1034,1456617600000,432.7970000000001
1035,1456704000000,436.919
1036,1456790400000,431.371
1037,1456876800000,424.485
1038,1456963200000,420.1709999999999
1039,1457049600000,409.408
1040,1457136000000,397.2410000000001
1041,1457222400000,404.912
1042,1457308800000,413.74
1043,1457395200000,411.8770000000001
1044,1457481600000,412.3190000000001
