"Date(UTC)","UnixTimeStamp","Value (Wei)"
"9/1/2022","1661990400","7223301693"
"9/2/2022","1662076800","6978818006"
"9/3/2022","1662163200","6599102226"
"9/4/2022","1662249600","6940111103"
"9/5/2022","1662336000","7825550682"
"9/6/2022","1662422400","7449534790"
"9/7/2022","1662508800","6984143879"
"9/8/2022","1662595200","7287239680"
"9/9/2022","1662681600","7593576941"
"9/10/2022","1662768000","7161691124"
"9/11/2022","1662854400","7009317647"
"9/12/2022","1662940800","7394004483"
"9/13/2022","1663027200","7272402183"
"9/14/2022","1663113600","6980341440"
"9/15/2022","1663200000","7242768203"
"9/16/2022","1663286400","7243429607"
"9/17/2022","1663372800","6913226478"
"9/18/2022","1663459200","6919490352"
"9/19/2022","1663545600","7202726112"
"9/20/2022","1663632000","7264505760"
"9/21/2022","1663718400","7192958342"
"9/22/2022","1663804800","6879852571"
"9/23/2022","1663891200","6921545124"
"9/24/2022","1663977600","6822428691"
"9/25/2022","1664064000","7296518799"
"9/26/2022","1664150400","6989255519"
"9/27/2022","1664236800","6801518253"
"9/28/2022","1664323200","6902666411"
"9/29/2022","1664409600","7154416516"
"9/30/2022","1664496000","7384468025"
"10/1/2022","1664582400","7784350422"
"10/2/2022","1664668800","7150105816"
"10/3/2022","1664755200","7834504214"
"10/4/2022","1664841600","7644608999"
"10/5/2022","1664928000","7619587571"
"10/6/2022","1665014400","8170472206"
"10/7/2022","1665100800","6948069453"
"10/8/2022","1665187200","6685683075"
"10/9/2022","1665273600","6761308576"
"10/10/2022","1665360000","6755786050"
"10/11/2022","1665446400","7520078438"
"10/12/2022","1665532800","6286780745"
"10/13/2022","1665619200","6705545317"
"10/14/2022","1665705600","6756391423"
"10/15/2022","1665792000","6727178443"
"10/16/2022","1665878400","7328773888"
"10/17/2022","1665964800","7832152417"
"10/18/2022","1666051200","7494653049"
"10/19/2022","1666137600","7027992758"
"10/20/2022","1666224000","7232693195"
"10/21/2022","1666310400","6884316081"
"10/22/2022","1666396800","7118683689"
"10/23/2022","1666483200","7083390955"
"10/24/2022","1666569600","7164889751"
"10/25/2022","1666656000","7305800016"
"10/26/2022","1666742400","7006183485"
"10/27/2022","1666828800","7473506573"
"10/28/2022","1666915200","6905576081"
"10/29/2022","1667001600","7334512963"
"10/30/2022","1667088000","6767420956"
"10/31/2022","1667174400","6839317037"
"11/1/2022","1667260800","6822838799"
"11/2/2022","1667347200","7180161604"
"11/3/2022","1667433600","8923132209"
"11/4/2022","1667520000","7772226776"
"11/5/2022","1667606400","7583088937"
"11/6/2022","1667692800","7067758795"
"11/7/2022","1667779200","7049524195"
"11/8/2022","1667865600","7868698443"
"11/9/2022","1667952000","7849943158"
"11/10/2022","1668038400","7512976646"
"11/11/2022","1668124800","6987000855"
"11/12/2022","1668211200","7994290779"
"11/13/2022","1668297600","7479838875"
"11/14/2022","1668384000","7224501144"
"11/15/2022","1668470400","7344828069"
"11/16/2022","1668556800","7189293937"
"11/17/2022","1668643200","7618532604"
"11/18/2022","1668729600","6975384045"
"11/19/2022","1668816000","6990698222"
"11/20/2022","1668902400","7458185728"
"11/21/2022","1668988800","7429816124"
"11/22/2022","1669075200","7099324705"
"11/23/2022","1669161600","7218098651"
"11/24/2022","1669248000","6415738124"
"11/25/2022","1669334400","6558638338"
"11/26/2022","1669420800","6564178829"
"11/27/2022","1669507200","6400632996"
"11/28/2022","1669593600","6398256892"
"11/29/2022","1669680000","6659045478"
"11/30/2022","1669766400","6897511551"
"12/1/2022","1669852800","6766064851"
"12/2/2022","1669939200","8324517907"
"12/3/2022","1670025600","6544695443"
"12/4/2022","1670112000","6569834296"
"12/5/2022","1670198400","6545990802"
"12/6/2022","1670284800","6731757695"
"12/7/2022","1670371200","6306951999"
"12/8/2022","1670457600","6540140523"
"12/9/2022","1670544000","6200311190"
"12/10/2022","1670630400","6362370869"
"12/11/2022","1670716800","6203515117"
"12/12/2022","1670803200","6278213736"
"12/13/2022","1670889600","6645690255"
"12/14/2022","1670976000","6508949887"
"12/15/2022","1671062400","6418852085"
"12/16/2022","1671148800","6631259150"
"12/17/2022","1671235200","6639934410"
"12/18/2022","1671321600","6242306831"
"12/19/2022","1671408000","6501630478"
"12/20/2022","1671494400","6538461150"
"12/21/2022","1671580800","6383393783"
"12/22/2022","1671667200","6577031878"
"12/23/2022","1671753600","6613741350"
"12/24/2022","1671840000","6144886742"
"12/25/2022","1671926400","6545373412"
"12/26/2022","1672012800","6512976347"
"12/27/2022","1672099200","6253132869"
"12/28/2022","1672185600","6419378346"
"12/29/2022","1672272000","6508692630"
"12/30/2022","1672358400","6955363476"
"12/31/2022","1672444800","6590742621"
"1/1/2023","1672531200","6669475521"
"1/2/2023","1672617600","6675083020"
"1/3/2023","1672704000","6514126266"
"1/4/2023","1672790400","6751718034"
"1/5/2023","1672876800","6581321454"
"1/6/2023","1672963200","7095714791"
"1/7/2023","1673049600","6585372894"
"1/8/2023","1673136000","6639767712"
"1/9/2023","1673222400","6942963943"
"1/10/2023","1673308800","6598386623"
"1/11/2023","1673395200","6743911820"
"1/12/2023","1673481600","6953542980"
"1/13/2023","1673568000","7031675221"
"1/14/2023","1673654400","7375774013"
"1/15/2023","1673740800","7320256925"
"1/16/2023","1673827200","7322198314"
"1/17/2023","1673913600","7247983701"
"1/18/2023","1674000000","7441911154"
"1/19/2023","1674086400","7008849112"
"1/20/2023","1674172800","6877604084"
"1/21/2023","1674259200","7246361755"
"1/22/2023","1674345600","6712617464"
"1/23/2023","1674432000","6843275763"
"1/24/2023","1674518400","6753934015"
"1/25/2023","1674604800","6899376816"
"1/26/2023","1674691200","6870165600"
"1/27/2023","1674777600","7943328236"
"1/28/2023","1674864000","6972999680"
"1/29/2023","1674950400","7209070969"
"1/30/2023","1675036800","7359523503"
"1/31/2023","1675123200","7492066156"
"2/1/2023","1675209600","7319322018"
"2/2/2023","1675296000","7332686009"
"2/3/2023","1675382400","7254136003"
"2/4/2023","1675468800","6958862784"
"2/5/2023","1675555200","6866377857"
"2/6/2023","1675641600","7626357540"
"2/7/2023","1675728000","8001744158"
"2/8/2023","1675814400","7438723225"
"2/9/2023","1675900800","7329750921"
"2/10/2023","1675987200","7443691616"
"2/11/2023","1676073600","9452052089"
"2/12/2023","1676160000","7609187626"
"2/13/2023","1676246400","7535843535"
"2/14/2023","1676332800","7532046542"
"2/15/2023","1676419200","7785336189"
"2/16/2023","1676505600","8052270108"
"2/17/2023","1676592000","7956440241"
"2/18/2023","1676678400","7287489708"
"2/19/2023","1676764800","7227145311"
"2/20/2023","1676851200","7571759664"
"2/21/2023","1676937600","7673360421"
"2/22/2023","1677024000","7739895876"
"2/23/2023","1677110400","7124155537"
"2/24/2023","1677196800","7038709737"
"2/25/2023","1677283200","6652589590"
"2/26/2023","1677369600","6950801182"
"2/27/2023","1677456000","7646325225"
"2/28/2023","1677542400","7246870995"
"3/1/2023","1677628800","6322865296"
"3/2/2023","1677715200","5535736432"
"3/3/2023","1677801600","6992909053"
"3/4/2023","1677888000","6892675439"
"3/5/2023","1677974400","6700718200"
"3/6/2023","1678060800","6674949201"
"3/7/2023","1678147200","6919495683"
"3/8/2023","1678233600","6869115406"
"3/9/2023","1678320000","6854275923"
"3/10/2023","1678406400","7164395267"
"3/11/2023","1678492800","7527213851"
"3/12/2023","1678579200","6525169755"
"3/13/2023","1678665600","6933884742"
"3/14/2023","1678752000","7385701624"
"3/15/2023","1678838400","7735681418"
"3/16/2023","1678924800","6803399558"
"3/17/2023","1679011200","6794080648"
"3/18/2023","1679097600","6697535846"
"3/19/2023","1679184000","6565955387"
"3/20/2023","1679270400","6802881799"
"3/21/2023","1679356800","6595434398"
"3/22/2023","1679443200","6607006469"
"3/23/2023","1679529600","6602402842"
"3/24/2023","1679616000","6727499277"
"3/25/2023","1679702400","6085727201"
"3/26/2023","1679788800","5965141548"
"3/27/2023","1679875200","6640721998"
"3/28/2023","1679961600","6817769336"
"3/29/2023","1680048000","6388675336"
"3/30/2023","1680134400","6706525140"
"3/31/2023","1680220800","6766648750"
"4/1/2023","1680307200","7127746898"
"4/2/2023","1680393600","6859823135"
"4/3/2023","1680480000","6895753684"
"4/4/2023","1680566400","6716449635"
"4/5/2023","1680652800","6420690442"
"4/6/2023","1680739200","6993048765"
"4/7/2023","1680825600","6300693046"
"4/8/2023","1680912000","6718401931"
"4/9/2023","1680998400","6246556856"
"4/10/2023","1681084800","6772872620"
"4/11/2023","1681171200","6403603111"
"4/12/2023","1681257600","6066123751"
"4/13/2023","1681344000","6213930639"
"4/14/2023","1681430400","5842056090"
"4/15/2023","1681516800","5363821608"
"4/16/2023","1681603200","5038873681"
"4/17/2023","1681689600","5368937217"
"4/18/2023","1681776000","5321952481"
"4/19/2023","1681862400","5356325202"
"4/20/2023","1681948800","5871873679"
"4/21/2023","1682035200","4944898045"
"4/22/2023","1682121600","4402579997"
"4/23/2023","1682208000","4772994867"
"4/24/2023","1682294400","5282201547"
"4/25/2023","1682380800","4935279403"
"4/26/2023","1682467200","4729454544"
"4/27/2023","1682553600","4353594135"
"4/28/2023","1682640000","4923484833"
"4/29/2023","1682726400","5288897802"
"4/30/2023","1682812800","4823208686"
"5/1/2023","1682899200","5930184662"
"5/2/2023","1682985600","5098948154"
"5/3/2023","1683072000","5133951784"
"5/4/2023","1683158400","5021909528"
"5/5/2023","1683244800","5234247430"
"5/6/2023","1683331200","5003691232"
"5/7/2023","1683417600","6140326854"
"5/8/2023","1683504000","6099259577"
"5/9/2023","1683590400","5548824807"
"5/10/2023","1683676800","5662422333"
"5/11/2023","1683763200","5511058117"
"5/12/2023","1683849600","6851494524"
"5/13/2023","1683936000","5321757629"
"5/14/2023","1684022400","5932932583"
"5/15/2023","1684108800","6125969814"
"5/16/2023","1684195200","5084386934"
"5/17/2023","1684281600","5079488461"
"5/18/2023","1684368000","5601633944"
"5/19/2023","1684454400","5072393716"
"5/20/2023","1684540800","5195116747"
"5/21/2023","1684627200","4749260724"
"5/22/2023","1684713600","5012128704"
"5/23/2023","1684800000","5187323473"
"5/24/2023","1684886400","5753970985"
"5/25/2023","1684972800","4998746999"
"5/26/2023","1685059200","5103249227"
"5/27/2023","1685145600","4544325806"
"5/28/2023","1685232000","4840255124"
"5/29/2023","1685318400","5184039465"
"5/30/2023","1685404800","5110929553"
"5/31/2023","1685491200","5082088938"
"6/1/2023","1685577600","4672439703"
"6/2/2023","1685664000","4815685425"
"6/3/2023","1685750400","4500388918"
"6/4/2023","1685836800","5231280789"
"6/5/2023","1685923200","5406665661"
"6/6/2023","1686009600","4832970851"
"6/7/2023","1686096000","4915589576"
"6/8/2023","1686182400","4738870760"
"6/9/2023","1686268800","4420359080"
"6/10/2023","1686355200","5615244404"
"6/11/2023","1686441600","4962523441"
"6/12/2023","1686528000","5677246238"
"6/13/2023","1686614400","5201967021"
"6/14/2023","1686700800","5264217316"
"6/15/2023","1686787200","5391891187"
"6/16/2023","1686873600","4909276764"
"6/17/2023","1686960000","5480786200"
"6/18/2023","1687046400","4630001181"
"6/19/2023","1687132800","4914475655"
"6/20/2023","1687219200","4562179244"
"6/21/2023","1687305600","5295508016"
"6/22/2023","1687392000","4815970137"
"6/23/2023","1687478400","4562515986"
"6/24/2023","1687564800","4442903629"
"6/25/2023","1687651200","4506083388"
"6/26/2023","1687737600","4907014023"
"6/27/2023","1687824000","4551100389"
"6/28/2023","1687910400","4624952745"
"6/29/2023","1687996800","5023879716"
"6/30/2023","1688083200","5099364839"
"7/1/2023","1688169600","4534649367"
"7/2/2023","1688256000","4718942919"
"7/3/2023","1688342400","4914287503"
"7/4/2023","1688428800","4638847315"
"7/5/2023","1688515200","5596162280"
"7/6/2023","1688601600","4638601141"
"7/7/2023","1688688000","4872186094"
"7/8/2023","1688774400","4425706214"
"7/9/2023","1688860800","4636953265"
"7/10/2023","1688947200","4750384036"
"7/11/2023","1689033600","4679468875"
"7/12/2023","1689120000","4698733637"
"7/13/2023","1689206400","5062085062"
"7/14/2023","1689292800","4772059041"
"7/15/2023","1689379200","4617477701"
"7/16/2023","1689465600","4808178480"
"7/17/2023","1689552000","4835985476"
"7/18/2023","1689638400","4798380883"
"7/19/2023","1689724800","4922958796"
"7/20/2023","1689811200","5686503167"
"7/21/2023","1689897600","4929137824"
"7/22/2023","1689984000","4691113301"
"7/23/2023","1690070400","4433039053"
"7/24/2023","1690156800","5017671464"
"7/25/2023","1690243200","5065758100"
"7/26/2023","1690329600","5193600063"
"7/27/2023","1690416000","5026063718"
"7/28/2023","1690502400","5284735503"
"7/29/2023","1690588800","4529354352"
"7/30/2023","1690675200","4700079073"
"7/31/2023","1690761600","5492829682"
"8/1/2023","1690848000","5202292093"
"8/2/2023","1690934400","5138354134"
"8/3/2023","1691020800","5376736996"
"8/4/2023","1691107200","5879413131"
"8/5/2023","1691193600","5619452034"
"8/6/2023","1691280000","5457642799"
"8/7/2023","1691366400","5629184437"
"8/8/2023","1691452800","5193018981"
"8/9/2023","1691539200","5212521817"
"8/10/2023","1691625600","5207891301"
"8/11/2023","1691712000","4796386308"
"8/12/2023","1691798400","4553336363"
"8/13/2023","1691884800","4595521269"
"8/14/2023","1691971200","4878435768"
"8/15/2023","1692057600","4681112346"
"8/16/2023","1692144000","5160467881"
"8/17/2023","1692230400","6223831083"
"8/18/2023","1692316800","4925435973"
"8/19/2023","1692403200","4973180145"
"8/20/2023","1692489600","6224153322"
"8/21/2023","1692576000","5581619922"
"8/22/2023","1692662400","5633094741"
"8/23/2023","1692748800","5063295060"
"8/24/2023","1692835200","4808330149"
"8/25/2023","1692921600","5228261484"
"8/26/2023","1693008000","4717068962"
"8/27/2023","1693094400","4577715985"
"8/28/2023","1693180800","5658312184"
"8/29/2023","1693267200","5524992875"
"8/30/2023","1693353600","6465819153"
"8/31/2023","1693440000","4798044404"
"9/1/2023","1693526400","4950374024"
"9/2/2023","1693612800","4802021234"
"9/3/2023","1693699200","4744044153"
"9/4/2023","1693785600","4898726938"
"9/5/2023","1693872000","4903885481"
"9/6/2023","1693958400","4930788084"
"9/7/2023","1694044800","4895711420"
"9/8/2023","1694131200","5038070178"
"9/9/2023","1694217600","4845480130"
"9/10/2023","1694304000","5079466569"
"9/11/2023","1694390400","5991072714"
"9/12/2023","1694476800","7536909589"
"9/13/2023","1694563200","4483746734"
"9/14/2023","1694649600","4464948261"
"9/15/2023","1694736000","5136998062"
"9/16/2023","1694822400","4381486778"
"9/17/2023","1694908800","4551243572"
"9/18/2023","1694995200","5215654924"
"9/19/2023","1695081600","5276607056"
"9/20/2023","1695168000","4671580904"
"9/21/2023","1695254400","5188824764"
"9/22/2023","1695340800","5058123792"
"9/23/2023","1695427200","4487660813"
"9/24/2023","1695513600","5495731056"
"9/25/2023","1695600000","4737212832"
"9/26/2023","1695686400","4677120867"
"9/27/2023","1695772800","4494622813"
"9/28/2023","1695859200","5242012360"
"9/29/2023","1695945600","4730408231"
"9/30/2023","1696032000","4644614242"
"10/1/2023","1696118400","4704879580"
"10/2/2023","1696204800","5505245951"
"10/3/2023","1696291200","4734116759"
"10/4/2023","1696377600","4944393714"
"10/5/2023","1696464000","5397765859"
"10/6/2023","1696550400","5584196400"
"10/7/2023","1696636800","5366452359"
"10/8/2023","1696723200","4624434356"
"10/9/2023","1696809600","4879202013"
"10/10/2023","1696896000","7376073112"
"10/11/2023","1696982400","4844028531"
"10/12/2023","1697068800","5927775052"
"10/13/2023","1697155200","4885126940"
"10/14/2023","1697241600","5146269926"
"10/15/2023","1697328000","4374581518"
"10/16/2023","1697414400","5248932518"
"10/17/2023","1697500800","4823190482"
"10/18/2023","1697587200","8247446662"
"10/19/2023","1697673600","6642973614"
"10/20/2023","1697760000","5191698375"
"10/21/2023","1697846400","4990442486"
"10/22/2023","1697932800","4889832676"
"10/23/2023","1698019200","7605771798"
"10/24/2023","1698105600","6338612165"
"10/25/2023","1698192000","6033059596"
"10/26/2023","1698278400","5113529403"
"10/27/2023","1698364800","5907468532"
"10/28/2023","1698451200","5187835487"
"10/29/2023","1698537600","5716522319"
"10/30/2023","1698624000","5875682720"
"10/31/2023","1698710400","6067028666"
"11/1/2023","1698796800","6122501122"
"11/2/2023","1698883200","7867976494"
"11/3/2023","1698969600","6017557162"
"11/4/2023","1699056000","6263531034"
"11/5/2023","1699142400","8193221070"
"11/6/2023","1699228800","7139439585"
"11/7/2023","1699315200","6102134146"
"11/8/2023","1699401600","7460011024"
"11/9/2023","1699488000","7725419633"
"11/10/2023","1699574400","7369033445"
"11/11/2023","1699660800","6072585830"
"11/12/2023","1699747200","7157558995"
"11/13/2023","1699833600","8631303264"
"11/14/2023","1699920000","6098067758"
"11/15/2023","1700006400","6333921110"
"11/16/2023","1700092800","5055445218"
"11/17/2023","1700179200","3696622204"
"11/18/2023","1700265600","6667172817"
"11/19/2023","1700352000","3205832511"
"11/20/2023","1700438400","4873295641"
"11/21/2023","1700524800","6337533405"
"11/22/2023","1700611200","6931951665"
"11/23/2023","1700697600","6930033289"
"11/24/2023","1700784000","5973831718"
"11/25/2023","1700870400","5731071149"
"11/26/2023","1700956800","6636027556"
"11/27/2023","1701043200","6494687282"
"11/28/2023","1701129600","8095591774"
"11/29/2023","1701216000","6700730898"
"11/30/2023","1701302400","6450250544"
"12/1/2023","1701388800","6513569414"
"12/2/2023","1701475200","8792885233"
"12/3/2023","1701561600","6734293394"
"12/4/2023","1701648000","7130737044"
"12/5/2023","1701734400","6316681314"
"12/6/2023","1701820800","6998515745"
"12/7/2023","1701907200","3719030939"
"12/8/2023","1701993600","5025723137"
"12/9/2023","1702080000","4458920169"
"12/10/2023","1702166400","5594804814"
"12/11/2023","1702252800","6953453949"
"12/12/2023","1702339200","7837324798"
"12/13/2023","1702425600","6043873516"
"12/14/2023","1702512000","6208371766"
"12/15/2023","1702598400","5517825093"
"12/16/2023","1702684800","6061522422"
"12/17/2023","1702771200","6075833823"
"12/18/2023","1702857600","6996665554"
"12/19/2023","1702944000","4361526739"
"12/20/2023","1703030400","4913484634"
"12/21/2023","1703116800","7236419669"
"12/22/2023","1703203200","7680534454"
"12/23/2023","1703289600","6234341670"
"12/24/2023","1703376000","5709955037"
"12/25/2023","1703462400","6504646756"
"12/26/2023","1703548800","6342628040"
"12/27/2023","1703635200","5952826679"
"12/28/2023","1703721600","6146953145"
"12/29/2023","1703808000","3788347896"
"12/30/2023","1703894400","3787378877"
"12/31/2023","1703980800","5027963993"
"1/1/2024","1704067200","5249821957"
"1/2/2024","1704153600","5692503370"
"1/3/2024","1704240000","6738665563"
"1/4/2024","1704326400","6051442591"
"1/5/2024","1704412800","5917898247"
"1/6/2024","1704499200","6701115948"
"1/7/2024","1704585600","8463494390"
"1/8/2024","1704672000","7365312826"
"1/9/2024","1704758400","6658341292"
"1/10/2024","1704844800","7854057245"
"1/11/2024","1704931200","6936814497"
"1/12/2024","1705017600","6778336067"
"1/13/2024","1705104000","5673769758"
"1/14/2024","1705190400","6451810709"
"1/15/2024","1705276800","5689248524"
"1/16/2024","1705363200","6134148553"
"1/17/2024","1705449600","8738076046"
"1/18/2024","1705536000","5634061746"
"1/19/2024","1705622400","6728004988"
"1/20/2024","1705708800","5419417193"
"1/21/2024","1705795200","5229422784"
"1/22/2024","1705881600","6310307733"
"1/23/2024","1705968000","6724069678"
"1/24/2024","1706054400","9206047158"
"1/25/2024","1706140800","6574801507"
"1/26/2024","1706227200","5552776048"
"1/27/2024","1706313600","5070607544"
"1/28/2024","1706400000","5188473790"
"1/29/2024","1706486400","5716341346"
"1/30/2024","1706572800","6746782581"
"1/31/2024","1706659200","5967954279"
"2/1/2024","1706745600","5565479644"
"2/2/2024","1706832000","4919325577"
"2/3/2024","1706918400","5670170000"
"2/4/2024","1707004800","5481061946"
"2/5/2024","1707091200","6604030659"
"2/6/2024","1707177600","5188061517"
"2/7/2024","1707264000","5542358409"
"2/8/2024","1707350400","5266811414"
