,UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,MAPPED_INSTRUMENT,BASE,QUOTE,OPEN,HIGH,LOW,CLOSE,FIRST_TRADE_TIMESTAMP,LAST_TRADE_TIMESTAMP,FIRST_TRADE_PRICE,HIGH_TRADE_PRICE,HIGH_TRADE_TIMESTAMP,LOW_TRADE_PRICE,LOW_TRADE_TIMESTAMP,LAST_TRADE_PRICE,TOTAL_TRADES,TOTAL_TRADES_BUY,TOTAL_TRADES_SELL,TOTAL_TRADES_UNKNOWN,VOLUME,QUOTE_VOLUME,VOLUME_BUY,QUOTE_VOLUME_BUY,VOLUME_SELL,QUOTE_VOLUME_SELL,VOLUME_UNKNOWN,QUOTE_VOLUME_UNKNOWN,datetime
12,DAY,1621123200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0004,1.0014,0.999,1.0005,1621123203,1621209599,1.0005,1.0014,1621177242,0.999,1621202860,1.0005,47275,21026,26249,0,56235598.8,56258514.791042,30241870.71,30253110.192394,25993728.09,26005404.598648,0,0,2021-05-16
13,DAY,1621209600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0005,1.0014,0.9991,1.0005,1621209605,1621295996,1.0004,1.0014,1621283066,0.9991,1621275860,1.0005,47982,19621,28361,0,57091868.12,57124942.683065,27297358.74,27311562.804303,29794509.38,29813379.878762,0,0,2021-05-17
14,DAY,1621296000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0005,1.0017,1.0001,1.0006,1621296001,1621382398,1.0006,1.0017,1621344329,1.0001,1621302348,1.0006,45280,18626,26654,0,47452628.79,47498380.106946,19820070.84,19837791.420503,27632557.95,27660588.686443,0,0,2021-05-18
15,DAY,1621382400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0006,1.0999,0.9869,1.0027,1621382413,1621468799,1.0007,1.0999,1621429072,0.9869,1621430958,1.0027,120976,52284,68692,0,150200423.18,150477944.980745,70365731.63,70486269.354465,79834691.55,79991675.62628,0,0,2021-05-19
16,DAY,1621468800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0027,1.0038,1.0006,1.0022,1621468800,1621555197,1.0027,1.0038,1621519593,1.0006,1621471613,1.0022,80447,37095,43352,0,106084685.88,106311969.514374,49543208.7,49645932.103877,56541477.18,56666037.410497,0,0,2021-05-20
17,DAY,1621555200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0022,1.01,1.0001,1.0017,1621555200,1621641598,1.0022,1.01,1621608231,1.0001,1621639959,1.0017,66958,25717,41241,0,86804298.09,86968780.460228,32581866.37,32642948.414227,54222431.72,54325832.046001,0,0,2021-05-21
18,DAY,1621641600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0017,1.0018,1.0004,1.0008,1621641602,1621727989,1.0016,1.0018,1621643658,1.0004,1621681272,1.0008,37557,16868,20689,0,33220573.63,33256306.449053,15012436.2,15028710.921483,18208137.43,18227595.52757,0,0,2021-05-22
19,DAY,1621728000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0008,1.0049,1.0002,1.0015,1621728017,1621814399,1.0007,1.0049,1621789727,1.0002,1621776221,1.0015,79213,29039,50174,0,99467433.72,99592562.011091,33235106.11,33276055.833459,66232327.61,66316506.177632,0,0,2021-05-23
20,DAY,1621814400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0015,1.005,1.0003,1.001,1621814403,1621900799,1.0015,1.005,1621873534,1.0003,1621876735,1.001,67535,29958,37577,0,72891396.21,72993173.373484,31388020.74,31430529.202855,41503375.47,41562644.170629,0,0,2021-05-24
21,DAY,1621900800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.001,1.0024,1.0007,1.001,1621900800,1621987198,1.001,1.0024,1621910668,1.0007,1621983747,1.001,46762,20307,26455,0,48865128.46,48934860.960662,20477326.17,20505593.471522,28387802.29,28429267.48914,0,0,2021-05-25
22,DAY,1621987200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.001,1.0021,1.0001,1.001,1621987203,1622073599,1.001,1.0021,1622000467,1.0001,1622071517,1.001,49083,21772,27311,0,57396550.71,57468813.516939,27677993.08,27711099.591799,29718557.63,29757713.92514,0,0,2021-05-26
23,DAY,1622073600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.001,1.0018,1.0001,1.001,1622073601,1622159998,1.001,1.0018,1622085776,1.0001,1622074566,1.001,36154,16728,19426,0,39726090.95,39774791.435381,19824196.17,19847537.901821,19901894.78,19927253.53356,0,0,2021-05-27
24,DAY,1622160000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.001,1.0018,1.0,1.0003,1622160000,1622246381,1.0009,1.0018,1622216956,1.0,1622240298,1.0003,46881,20179,26702,0,53265478.9,53308879.43992,22167186.94,22183760.657005,31098291.96,31125118.782915,0,0,2021-05-28
25,DAY,1622246400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0003,1.0009,1.0,1.0007,1622246400,1622332799,1.0002,1.0009,1622329337,1.0,1622314159,1.0007,35321,13223,22098,0,37763347.2,37781456.697404,12799831.12,12805059.100998,24963516.08,24976397.596406,0,0,2021-05-29
26,DAY,1622332800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0007,1.001,1.0,1.0006,1622332801,1622419197,1.0007,1.001,1622337759,1.0,1622352410,1.0006,29360,10982,18378,0,34332114.65,34350722.688606,13893237.67,13900172.237038,20438876.98,20450550.451568,0,0,2021-05-30
27,DAY,1622419200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0006,1.0015,1.0002,1.0004,1622419200,1622505599,1.0006,1.0015,1622453707,1.0002,1622505561,1.0004,22543,10219,12324,0,27302515.91,27320312.329097,12700316.12,12707473.802859,14602199.79,14612838.526238,0,0,2021-05-31
28,DAY,1622505600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0004,1.0005,0.9995,0.9998,1622505603,1622591994,1.0004,1.0005,1622510861,0.9995,1622565404,0.9998,23889,10532,13357,0,34759562.29,34760549.999706,20817954.59,20817835.417464,13941607.7,13942714.582242,0,0,2021-06-01
29,DAY,1622592000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,0.9998,1.0005,0.9997,1.0002,1622592005,1622678396,0.9997,1.0005,1622676762,0.9997,1622595370,1.0002,23595,10291,13304,0,36829256.73,36827978.114311,21368090.97,21366829.457892,15461165.76,15461148.656419,0,0,2021-06-02
30,DAY,1622678400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0002,1.0006,1.0,1.0001,1622678404,1622764796,1.0002,1.0006,1622739792,1.0,1622762993,1.0001,26332,10764,15568,0,33862214.95,33869346.717302,17822574.27,17825450.236275,16039640.68,16043896.481027,0,0,2021-06-03
31,DAY,1622764800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0009,1.0001,1.0006,1622764802,1622851199,1.0001,1.0009,1622834614,1.0001,1622769427,1.0006,40877,16169,24708,0,56262600.71,56291236.730433,33695169.59,33711387.85693,22567431.12,22579848.873503,0,0,2021-06-04
32,DAY,1622851200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0006,1.0007,1.0001,1.0003,1622851201,1622937574,1.0006,1.0007,1622895206,1.0001,1622911290,1.0003,16724,7285,9439,0,25072703.21,25082310.109662,13242546.69,13247249.336785,11830156.52,11835060.772877,0,0,2021-06-05
33,DAY,1622937600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0003,1.0006,1.0001,1.0004,1622937607,1623023995,1.0004,1.0006,1622989453,1.0001,1623015801,1.0004,11949,5320,6629,0,13484964.41,13490063.848117,7486510.24,7488988.748016,5998454.17,6001075.100101,0,0,2021-06-06
34,DAY,1623024000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0004,1.0007,0.9999,1.0003,1623024019,1623110399,1.0004,1.0007,1623061131,0.9999,1623095715,1.0003,22790,8490,14300,0,39856241.86,39868927.141662,19677148.96,19682550.855326,20179092.9,20186376.286336,0,0,2021-06-07
35,DAY,1623110400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0003,1.0018,1.0002,1.001,1623110401,1623196797,1.0004,1.0018,1623187457,1.0002,1623111323,1.001,38011,13607,24404,0,57468204.23,57511749.733788,26154323.79,26172886.858458,31313880.44,31338862.87533,0,0,2021-06-08
36,DAY,1623196800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.001,1.0016,1.0005,1.0005,1623196801,1623283198,1.001,1.0016,1623267401,1.0005,1623283198,1.0005,21274,8617,12657,0,34793893.01,34821536.823558,17136539.55,17149429.983081,17657353.46,17672106.840477,0,0,2021-06-09
37,DAY,1623283200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0005,1.0008,1.0003,1.0004,1623283202,1623369598,1.0005,1.0008,1623343838,1.0003,1623323785,1.0004,19016,9785,9231,0,25539244.49,25553768.253992,14795767.31,14803723.192717,10743477.18,10750045.061275,0,0,2021-06-10
38,DAY,1623369600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0004,1.0006,1.0,1.0001,1623369600,1623455966,1.0004,1.0006,1623417749,1.0,1623454005,1.0001,16474,7126,9348,0,20415646.22,20422739.101174,10258592.28,10261741.17853,10157053.94,10160997.922644,0,0,2021-06-11
39,DAY,1623456000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0004,1.0,1.0002,1623456001,1623542398,1.0001,1.0004,1623520414,1.0,1623473531,1.0002,15275,5483,9792,0,16170511.44,16174223.681867,6416485.23,6417593.318998,9754026.21,9756630.362869,0,0,2021-06-12
40,DAY,1623542400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0002,1.0004,0.9999,1.0001,1623542403,1623628779,1.0001,1.0004,1623572238,0.9999,1623618029,1.0001,16267,5393,10874,0,18121123.79,18122866.46463,6770115.82,6770415.647895,11351007.97,11352450.816735,0,0,2021-06-13
41,DAY,1623628800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0007,1.0,1.0003,1623628803,1623715187,1.0002,1.0007,1623706029,1.0,1623684661,1.0003,20815,7403,13412,0,23666035.99,23672834.579758,10394618.85,10396912.2248,13271417.14,13275922.354958,0,0,2021-06-14
42,DAY,1623715200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0003,1.0005,0.9999,0.9999,1623715200,1623801584,1.0004,1.0005,1623731600,0.9999,1623801584,0.9999,19186,6977,12209,0,20337653.5,20341152.328405,9838041.61,9839548.857856,10499611.89,10501603.470549,0,0,2021-06-15
43,DAY,1623801600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,0.9999,1.0003,0.9998,1.0,1623801607,1623887999,0.9999,1.0003,1623863564,0.9998,1623885395,1.0,22026,10146,11880,0,24575424.87,24576674.899418,12768988.94,12768839.352234,11806435.93,11807835.547184,0,0,2021-06-16
44,DAY,1623888000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0,1.0005,0.9998,1.0001,1623888008,1623974397,0.9999,1.0005,1623964294,0.9998,1623932028,1.0001,24375,9051,15324,0,24438266.43,24438208.045789,8311485.3,8310820.225771,16126781.13,16127387.820018,0,0,2021-06-17
45,DAY,1623974400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0006,0.9999,1.0005,1623974423,1624060793,1.0001,1.0006,1624052795,0.9999,1623980446,1.0005,24287,8703,15584,0,25600396.63,25607372.822657,7920514.44,7922136.534087,17679882.19,17685236.28857,0,0,2021-06-18
46,DAY,1624060800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0005,1.0007,1.0002,1.0003,1624060806,1624147199,1.0004,1.0007,1624128687,1.0002,1624147194,1.0003,18204,6874,11330,0,17045588.03,17053322.76698,7146111.59,7149035.519585,9899476.44,9904287.247395,0,0,2021-06-19
47,DAY,1624147200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0003,1.0005,0.9999,0.9999,1624147211,1624233590,1.0003,1.0005,1624165007,0.9999,1624233590,0.9999,19668,8340,11328,0,23200018.9,23202017.350591,10762223.78,10762598.842414,12437795.12,12439418.508177,0,0,2021-06-20
48,DAY,1624233600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,0.9999,1.0007,0.9996,0.9999,1624233605,1624319998,1.0,1.0007,1624311745,0.9996,1624317724,0.9999,29785,12512,17273,0,46205962.36,46206748.85172,21101546.22,21100557.670429,25104416.14,25106191.181291,0,0,2021-06-21
49,DAY,1624320000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,0.9999,1.0009,0.9997,1.0003,1624320008,1624406395,0.9999,1.0009,1624390267,0.9997,1624363190,1.0003,43276,14814,28462,0,53901013.7,53911240.027149,18049439.57,18051183.994354,35851574.13,35860056.032795,0,0,2021-06-22
50,DAY,1624406400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0003,1.0011,1.0,1.0003,1624406401,1624492799,1.0004,1.0011,1624453987,1.0,1624424944,1.0003,19876,8107,11769,0,35945677.09,35961625.730885,13277475.8,13282046.541524,22668201.29,22679579.189361,0,0,2021-06-23
51,DAY,1624492800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0003,1.0008,1.0,1.0001,1624492815,1624579189,1.0002,1.0008,1624501000,1.0,1624578767,1.0001,14471,6508,7963,0,24685033.49,24689603.239158,13019850.61,13021747.721434,11665182.88,11667855.517724,0,0,2021-06-24
52,DAY,1624579200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0005,0.9987,1.0,1624579200,1624665598,1.0001,1.0005,1624589502,0.9987,1624645641,1.0,21642,8929,12713,0,37807313.32,37805908.742611,17850416.85,17848636.567889,19956896.47,19957272.174722,0,0,2021-06-25
53,DAY,1624665600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0,1.0013,0.9999,1.0001,1624665616,1624751996,1.0001,1.0013,1624724113,0.9999,1624718354,1.0001,15394,6088,9306,0,19380602.69,19383786.413407,7452046.51,7452993.104189,11928556.18,11930793.309218,0,0,2021-06-26
54,DAY,1624752000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0003,1.0,1.0001,1624752007,1624838395,1.0,1.0003,1624811087,1.0,1624811103,1.0001,12316,5388,6928,0,9682692.26,9684132.073267,5742474.0,5743116.211232,3940218.26,3941015.862035,0,0,2021-06-27
55,DAY,1624838400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0011,0.9999,1.0002,1624838409,1624924794,1.0001,1.0011,1624848042,0.9999,1624895647,1.0002,18531,7276,11255,0,21606888.47,21610749.377379,9105633.64,9106854.284913,12501254.83,12503895.092466,0,0,2021-06-28
56,DAY,1624924800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0002,1.0014,1.0001,1.0002,1624924814,1625011188,1.0002,1.0014,1624989496,1.0001,1625011099,1.0002,21688,9367,12321,0,24596982.81,24604663.560628,11716526.04,11720364.113018,12880456.77,12884299.44761,0,0,2021-06-29
57,DAY,1625011200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0002,1.0004,1.0,1.0002,1625011208,1625097587,1.0001,1.0004,1625066379,1.0,1625033792,1.0002,19475,8082,11393,0,22662940.73,22666865.739319,12310763.46,12312525.137729,10352177.27,10354340.60159,0,0,2021-06-30
58,DAY,1625097600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0002,1.0003,1.0,1.0001,1625097600,1625183991,1.0001,1.0003,1625171237,1.0,1625167878,1.0001,18871,8353,10518,0,18002493.78,18004984.48362,8165421.5,8166217.247393,9837072.28,9838767.236227,0,0,2021-07-01
59,DAY,1625184000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0004,0.9995,1.0002,1625184006,1625270382,1.0002,1.0004,1625259123,0.9995,1625234070,1.0002,18010,7999,10011,0,21021846.19,21024003.548909,9545962.16,9546542.989954,11475884.03,11477460.558955,0,0,2021-07-02
60,DAY,1625270400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0002,1.0004,1.0,1.0001,1625270401,1625356776,1.0002,1.0004,1625340985,1.0,1625340351,1.0001,15090,4550,10540,0,12934212.04,12935920.739911,4877541.69,4878084.712834,8056670.35,8057836.027077,0,0,2021-07-03
61,DAY,1625356800,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0003,0.9999,1.0001,1625356809,1625443197,1.0002,1.0003,1625377293,0.9999,1625438961,1.0001,13341,6510,6831,0,10505632.72,10506952.97349,6306898.53,6307492.038959,4198734.19,4199460.934531,0,0,2021-07-04
62,DAY,1625443200,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0008,0.9998,1.0002,1625443220,1625529582,1.0001,1.0008,1625470841,0.9998,1625514329,1.0002,13081,5444,7637,0,14977228.43,14980990.995565,6913093.63,6914525.017539,8064134.8,8066465.978026,0,0,2021-07-05
63,DAY,1625529600,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0002,1.0004,1.0,1.0001,1625529601,1625615996,1.0002,1.0004,1625582958,1.0,1625612555,1.0001,13905,5993,7912,0,13197386.27,13200194.734548,6074241.02,6075222.678751,7123145.25,7124972.055797,0,0,2021-07-06
64,DAY,1625616000,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0001,1.0006,1.0,1.0003,1625616056,1625702399,1.0002,1.0006,1625671854,1.0,1625631343,1.0003,18080,7963,10117,0,21332280.52,21338679.753165,9538635.99,9541237.278346,11793644.53,11797442.474819,0,0,2021-07-07
65,DAY,1625702400,954,coinbase,USDT-USD,USDT-USD,USDT,USD,1.0003,1.0004,1.0,1.0001,1625702429,1625788794,1.0003,1.0004,1625732622,1.0,1625788778,1.0001,16549,5776,10773,0,21601756.3,21605363.322694,7299290.86,7300262.86683,14302465.44,14305100.455864,0,0,2021-07-08
