Date,Open,High,Low,Close,Adj Close,Volume
2023-05-26,5.148000,5.163000,5.085000,5.115000,5.115000,0
2023-05-28,null,null,null,null,null,null
2023-05-30,5.110000,5.150000,5.105000,5.143000,5.143000,0
2023-05-31,5.238000,5.275000,5.000000,5.248000,5.248000,0
2023-06-01,5.223000,5.225000,5.145000,5.203000,5.203000,0
2023-06-02,5.193000,5.248000,5.185000,5.215000,5.215000,0
2023-06-04,null,null,null,null,null,null
2023-06-05,5.200000,5.203000,5.138000,5.143000,5.143000,0
2023-06-06,5.160000,5.193000,5.118000,5.158000,5.158000,0
2023-06-07,5.145000,5.165000,5.100000,5.153000,5.153000,0
2023-06-08,5.143000,5.145000,5.093000,5.100000,5.100000,0
2023-06-09,5.090000,5.108000,5.085000,5.095000,5.095000,0
2023-06-11,null,null,null,null,null,null
2023-06-12,5.098000,5.105000,5.083000,5.095000,5.095000,0
2023-06-13,5.130000,5.130000,5.040000,5.100000,5.100000,0
2023-06-14,5.093000,5.105000,5.000000,5.080000,5.080000,0
2023-06-15,5.070000,5.078000,5.055000,5.055000,5.055000,0
2023-06-16,5.060000,5.070000,5.045000,5.065000,5.065000,0
2023-06-18,null,null,null,null,null,null
2023-06-20,5.065000,5.080000,5.065000,5.075000,5.075000,0
2023-06-21,5.130000,5.140000,5.000000,5.135000,5.135000,0
2023-06-22,5.130000,5.138000,5.118000,5.135000,5.135000,0
2023-06-23,5.118000,5.140000,5.118000,5.138000,5.138000,0
2023-06-25,null,null,null,null,null,null
2023-06-26,5.138000,5.160000,5.133000,5.155000,5.155000,0
2023-06-27,5.180000,5.185000,5.175000,5.180000,5.180000,0
2023-06-28,5.168000,5.175000,5.165000,5.170000,5.170000,0
2023-06-29,5.163000,5.185000,5.163000,5.175000,5.175000,0
2023-06-30,5.168000,5.168000,5.140000,5.153000,5.153000,0
2023-07-02,null,null,null,null,null,null
2023-07-03,5.138000,5.150000,5.128000,5.145000,5.145000,0
2023-07-05,5.203000,5.203000,5.173000,5.193000,5.193000,0
2023-07-06,5.208000,5.220000,5.200000,5.213000,5.213000,0
2023-07-07,5.215000,5.218000,5.205000,5.213000,5.213000,0
2023-07-09,null,null,null,null,null,null
2023-07-10,5.208000,5.228000,5.185000,5.225000,5.225000,0
2023-07-11,5.240000,5.250000,5.240000,5.243000,5.243000,0
2023-07-12,5.240000,5.240000,5.100000,5.230000,5.230000,0
2023-07-13,5.218000,5.230000,5.205000,5.223000,5.223000,0
2023-07-14,5.223000,5.233000,5.208000,5.215000,5.215000,0
2023-07-16,null,null,null,null,null,null
2023-07-17,5.223000,5.238000,5.218000,5.233000,5.233000,0
2023-07-18,5.243000,5.248000,5.243000,5.248000,5.248000,0
2023-07-19,5.245000,5.250000,5.100000,5.245000,5.245000,0
2023-07-20,5.245000,5.248000,5.240000,5.243000,5.243000,0
2023-07-21,5.243000,5.248000,5.240000,5.248000,5.248000,0
2023-07-23,null,null,null,null,null,null
2023-07-24,5.253000,5.255000,5.250000,5.250000,5.250000,0
2023-07-25,5.265000,5.268000,5.260000,5.265000,5.265000,0
2023-07-26,5.270000,5.278000,5.100000,5.268000,5.268000,0
2023-07-27,5.265000,5.273000,5.245000,5.268000,5.268000,0
2023-07-28,5.258000,5.263000,5.245000,5.255000,5.255000,0
2023-07-30,null,null,null,null,null,null
2023-07-31,5.255000,5.258000,5.245000,5.248000,5.248000,0
2023-08-01,5.270000,5.275000,5.260000,5.260000,5.260000,0
2023-08-02,5.263000,5.265000,5.260000,5.260000,5.260000,0
2023-08-03,5.253000,5.268000,5.218000,5.258000,5.258000,0
