Date,Open,High,Low,Close,Adj Close,Volume
2022-04-06,0.665000,0.670000,0.600000,0.663000,0.663000,0
2022-04-07,0.655000,0.665000,0.648000,0.660000,0.660000,0
2022-04-08,0.665000,0.673000,0.660000,0.668000,0.668000,0
2022-04-10,null,null,null,null,null,null
2022-04-11,0.675000,0.693000,0.673000,0.680000,0.680000,0
2022-04-12,0.765000,0.768000,0.710000,0.738000,0.738000,0
2022-04-13,0.735000,0.740000,0.700000,0.740000,0.740000,0
2022-04-14,0.748000,0.763000,0.730000,0.748000,0.748000,0
2022-04-17,null,null,null,null,null,null
2022-04-18,0.750000,0.758000,0.730000,0.755000,0.755000,0
2022-04-19,0.840000,0.845000,0.823000,0.833000,0.833000,0
2022-04-20,0.830000,0.845000,0.790000,0.795000,0.795000,0
2022-04-21,0.780000,0.808000,0.775000,0.800000,0.800000,0
2022-04-22,0.805000,0.813000,0.775000,0.780000,0.780000,0
2022-04-24,null,null,null,null,null,null
2022-04-25,0.795000,0.800000,0.780000,0.798000,0.798000,0
2022-04-26,0.865000,0.870000,0.823000,0.833000,0.833000,0
2022-04-27,0.808000,0.820000,0.800000,0.808000,0.808000,0
2022-04-28,0.813000,0.815000,0.770000,0.785000,0.785000,0
2022-04-29,0.800000,0.823000,0.798000,0.808000,0.808000,0
2022-05-01,null,null,null,null,null,null
2022-05-02,0.795000,0.805000,0.760000,0.765000,0.765000,0
2022-05-03,0.893000,0.905000,0.800000,0.895000,0.895000,0
2022-05-04,0.905000,0.930000,0.800000,0.833000,0.833000,0
2022-05-05,0.803000,0.845000,0.803000,0.803000,0.803000,0
2022-05-06,0.780000,0.815000,0.775000,0.815000,0.815000,0
2022-05-08,null,null,null,null,null,null
2022-05-09,0.808000,0.815000,0.773000,0.800000,0.800000,0
2022-05-10,0.880000,0.885000,0.873000,0.878000,0.878000,0
2022-05-11,0.885000,0.900000,0.865000,0.883000,0.883000,0
2022-05-12,0.883000,0.918000,0.865000,0.905000,0.905000,0
2022-05-13,0.913000,0.963000,0.913000,0.943000,0.943000,0
2022-05-15,null,null,null,null,null,null
2022-05-16,0.943000,0.985000,0.943000,0.980000,0.980000,0
2022-05-17,1.025000,1.043000,1.015000,1.038000,1.038000,0
2022-05-18,1.038000,1.040000,0.998000,1.003000,1.003000,0
2022-05-19,0.995000,1.003000,0.980000,1.000000,1.000000,0
2022-05-20,0.998000,1.005000,0.975000,0.978000,0.978000,0
2022-05-22,null,null,null,null,null,null
2022-05-23,0.985000,0.998000,0.978000,0.993000,0.993000,0
2022-05-24,1.038000,1.043000,1.033000,1.043000,1.043000,0
2022-05-25,1.033000,1.048000,1.018000,1.045000,1.045000,0
2022-05-26,1.023000,1.043000,1.008000,1.028000,1.028000,0
2022-05-27,1.033000,1.040000,1.010000,1.025000,1.025000,0
2022-05-29,null,null,null,null,null,null
2022-05-31,1.038000,1.045000,1.013000,1.030000,1.030000,0
2022-06-01,1.110000,1.110000,1.098000,1.103000,1.103000,0
2022-06-02,1.083000,1.115000,1.083000,1.113000,1.113000,0
2022-06-03,1.098000,1.140000,1.098000,1.135000,1.135000,0
2022-06-05,null,null,null,null,null,null
2022-06-06,1.128000,1.173000,1.128000,1.160000,1.160000,0
2022-06-07,1.225000,1.228000,1.223000,1.225000,1.225000,0
2022-06-08,1.230000,1.245000,1.215000,1.233000,1.233000,0
2022-06-09,1.240000,1.243000,1.218000,1.238000,1.238000,0
2022-06-10,1.243000,1.288000,1.225000,1.288000,1.288000,0
2022-06-12,null,null,null,null,null,null
2022-06-13,1.335000,1.500000,1.335000,1.498000,1.498000,0
2022-06-14,1.705000,1.743000,1.700000,1.743000,1.743000,0
