,USDT_value,USDC_value,timestamp
472,206979937.13849002,763067119.17328,2021-09-04 00:00:00
473,165246675.72137,813102190.8269701,2021-09-05 00:00:00
474,174790723.3844,795445352.7662799,2021-09-06 00:00:00
475,171976410.16621,733975958.4121901,2021-09-07 00:00:00
476,145634327.0618,762428197.11263,2021-09-08 00:00:00
477,280944252.56909996,796387111.13776,2021-09-09 00:00:00
478,410339478.82019997,731126906.75213,2021-09-10 00:00:00
479,413755517.98285,746688010.50948,2021-09-11 00:00:00
480,417322777.49688995,737151772.86734,2021-09-12 00:00:00
481,399616647.21555,694969325.2740699,2021-09-13 00:00:00
482,397514345.66888,704533174.05396,2021-09-14 00:00:00
483,241397369.12157,827176005.4727601,2021-09-15 00:00:00
484,315919996.62786,796694945.5277699,2021-09-16 00:00:00
485,131196157.29979,764084391.15904,2021-09-17 00:00:00
486,305953451.94148004,761413573.30523,2021-09-18 00:00:00
487,294880606.48087,762711065.3206601,2021-09-19 00:00:00
488,274808412.68121,772341607.74901,2021-09-20 00:00:00
489,190636574.55214,781966762.67876,2021-09-21 00:00:00
490,262615106.04666,807410334.4395499,2021-09-22 00:00:00
491,248614575.87419,770030681.9318299,2021-09-23 00:00:00
492,184815403.79123,771568708.03751,2021-09-24 00:00:00
493,244563194.0386,802809448.88619,2021-09-25 00:00:00
494,262505611.14411002,865454840.8869699,2021-09-26 00:00:00
495,176767570.30414,931956338.97442,2021-09-27 00:00:00
496,177963126.47522998,729863609.5360601,2021-09-28 00:00:00
497,263968851.21772,719346071.5829301,2021-09-29 00:00:00
498,287644732.63702,732355329.49065,2021-09-30 00:00:00
499,179674746.31377,772406236.30643,2021-10-01 00:00:00
500,245520841.22730002,690864620.1736801,2021-10-02 00:00:00
501,227530320.29231,714672997.65544,2021-10-03 00:00:00
502,327391183.86706,721803488.0619199,2021-10-04 00:00:00
503,338084227.17946,819442531.34093,2021-10-05 00:00:00
504,390810154.07028997,831260744.0689299,2021-10-06 00:00:00
505,365839803.51860005,859833673.0124199,2021-10-07 00:00:00
506,226623139.32832,894339272.30478,2021-10-08 00:00:00
507,266894529.09676,949648237.85555,2021-10-09 00:00:00
508,262409134.23699,957772033.1856899,2021-10-10 00:00:00
509,296381369.59575,950065029.5074099,2021-10-11 00:00:00
510,294951789.55616,957762578.36028,2021-10-12 00:00:00
511,260664480.04242998,964661323.9158599,2021-10-13 00:00:00
512,309921326.67875004,956627988.03241,2021-10-14 00:00:00
513,248056880.73798,995646122.99382,2021-10-15 00:00:00
514,238468407.01446,976668139.5878,2021-10-16 00:00:00
515,247217643.89325002,922198239.88908,2021-10-17 00:00:00
516,257588066.99036002,905733796.3727001,2021-10-18 00:00:00
517,243634518.33459002,812985264.97178,2021-10-19 00:00:00
518,264258749.41369,818835874.82961,2021-10-20 00:00:00
519,220353661.60992,799839432.4511099,2021-10-21 00:00:00
520,232124229.99443,800726837.51442,2021-10-22 00:00:00
521,234280052.79140002,840378663.80058,2021-10-23 00:00:00
522,279943290.60600996,851027384.1045899,2021-10-24 00:00:00
523,278736144.34542,824004681.89576,2021-10-25 00:00:00
524,217003749.1902,796745120.11719,2021-10-26 00:00:00
525,237890074.86725998,782844601.94805,2021-10-27 00:00:00
526,185215101.13522,812834060.76159,2021-10-28 00:00:00
527,189210822.45098,751495059.13587,2021-10-29 00:00:00
528,127754739.9878,529513241.71641,2021-10-30 00:00:00
529,109623668.81099,540495612.6955401,2021-10-31 00:00:00
530,179173714.42836,577766295.92174,2021-11-01 00:00:00
531,203859447.56107,719239812.87244,2021-11-02 00:00:00
532,268238601.40921998,637054924.8594999,2021-11-03 00:00:00
533,242227534.31714,675653795.9022701,2021-11-04 00:00:00
534,190521100.27606001,851930846.19281,2021-11-05 00:00:00
535,171389812.05927,825888651.44083,2021-11-06 00:00:00
536,182824422.99462998,826036950.38562,2021-11-07 00:00:00
537,202091653.35109,820424235.24564,2021-11-08 00:00:00
538,184998493.28946,768218916.13535,2021-11-09 00:00:00
539,179900900.7113,725471027.26718,2021-11-10 00:00:00
540,214378263.29621,757248824.73438,2021-11-11 00:00:00
541,202231837.53969,757441299.20233,2021-11-12 00:00:00
542,207578361.92786,741332315.63661,2021-11-13 00:00:00
543,231334217.63939,721603962.61947,2021-11-14 00:00:00
544,234897582.09573,738398583.8096299,2021-11-15 00:00:00
545,237702042.79461002,706786129.7923,2021-11-16 00:00:00
546,260796862.27556,786697080.03122,2021-11-17 00:00:00
547,259482768.33435002,935021677.2097001,2021-11-18 00:00:00
548,259950481.93317002,961054716.89021,2021-11-19 00:00:00
549,238179371.47286,934780623.93611,2021-11-20 00:00:00
550,243677902.04882002,985349104.6160899,2021-11-21 00:00:00
551,263155802.28506,1017924545.5886,2021-11-22 00:00:00
552,271092147.41038,1032641064.34711,2021-11-23 00:00:00
553,290467568.24048,988941072.73012,2021-11-24 00:00:00
554,293054990.52663,969690102.81066,2021-11-25 00:00:00
555,224564189.3992,918944445.52566,2021-11-26 00:00:00
556,225158041.93414003,1012893055.22387,2021-11-27 00:00:00
557,224257111.16834,1007334912.0745599,2021-11-28 00:00:00
558,238547152.97413,1037587550.55028,2021-11-29 00:00:00
559,245522758.45244,972872340.33684,2021-11-30 00:00:00
560,209043770.46868,984604639.637,2021-12-01 00:00:00
561,213602805.41214,987388011.8762901,2021-12-02 00:00:00
562,172384600.05177,980136589.27002,2021-12-03 00:00:00
563,188697135.70345,926280277.11386,2021-12-04 00:00:00
564,156237175.9206,991026381.70347,2021-12-05 00:00:00
565,156486140.95602,1039309267.31053,2021-12-06 00:00:00
566,166525601.56288,1015232386.5967499,2021-12-07 00:00:00
567,177077822.49564,1024955565.78545,2021-12-08 00:00:00
568,183002933.97566,1001148456.2590799,2021-12-09 00:00:00
569,191907493.96585003,1046168793.22902,2021-12-10 00:00:00
570,224045832.78247002,1089838465.78999,2021-12-11 00:00:00
571,240566436.47694,1089503786.63542,2021-12-12 00:00:00
572,318491041.59412,1190399106.2626698,2021-12-13 00:00:00
573,363092331.27226,1247739563.17914,2021-12-14 00:00:00
574,360660578.42585,1264105812.68793,2021-12-15 00:00:00
575,317044049.26609004,1197294844.43075,2021-12-16 00:00:00
576,329203358.38036996,1254762568.07605,2021-12-17 00:00:00
577,356434280.36468005,1290188173.37874,2021-12-18 00:00:00
578,344008748.57829,1323410923.7623801,2021-12-19 00:00:00
579,333871176.94789,1353412608.80093,2021-12-20 00:00:00
580,322603320.78992003,1327010396.72604,2021-12-21 00:00:00
581,304388816.06880003,1216224093.87902,2021-12-22 00:00:00
582,296876301.34222,1221292011.7126598,2021-12-23 00:00:00
583,328225742.99815,1263716108.25072,2021-12-24 00:00:00
584,103022677.87524,1251433312.12941,2021-12-25 00:00:00
585,107703371.80779,1282272631.79607,2021-12-26 00:00:00
586,278668264.02485996,1269976131.71189,2021-12-27 00:00:00
587,277083201.92862,1260849441.96407,2021-12-28 00:00:00
588,266804162.75296,1278645867.81287,2021-12-29 00:00:00
589,319294946.72033,1304805086.0686202,2021-12-30 00:00:00
590,336431891.01947,1265201036.64432,2021-12-31 00:00:00
591,361969062.08562,1268833226.0119998,2022-01-01 00:00:00
592,329964366.64038,1166472101.62417,2022-01-02 00:00:00
593,347197410.09008,1158239171.9409099,2022-01-03 00:00:00
594,343295947.88035,1177115427.39532,2022-01-04 00:00:00
595,329611288.64148,1169318275.18378,2022-01-05 00:00:00
596,350517268.69205,1177771566.96027,2022-01-06 00:00:00
597,356618173.82821,1206957850.56429,2022-01-07 00:00:00
598,412353300.38404,1291517610.17155,2022-01-08 00:00:00
599,404968808.72958,1309700285.34188,2022-01-09 00:00:00
600,295355510.84808,1307828840.04505,2022-01-10 00:00:00
601,286286045.07466,1298737621.74566,2022-01-11 00:00:00
602,300991715.15907997,1290483566.68578,2022-01-12 00:00:00
603,277655693.89334,1254380740.1915,2022-01-13 00:00:00
604,266696340.43799,1248821569.28969,2022-01-14 00:00:00
605,251676286.23104,1257910764.0185301,2022-01-15 00:00:00
606,242017297.03070998,1207093132.36956,2022-01-16 00:00:00
607,255722639.28786,1211945629.20082,2022-01-17 00:00:00
608,253456907.35803998,1214474327.25062,2022-01-18 00:00:00
609,389942861.06433,1542184970.22545,2022-01-19 00:00:00
610,346697950.3937,1604072102.7121701,2022-01-20 00:00:00
611,337003959.82203,1603746637.40338,2022-01-21 00:00:00
612,479353626.09033,1753428552.40951,2022-01-22 00:00:00
613,502955195.73935,1688557751.6619601,2022-01-23 00:00:00
614,499935352.97121996,1683895752.02511,2022-01-24 00:00:00
615,545269089.54154,1584578246.55059,2022-01-25 00:00:00
616,520416772.37631,1543068677.20914,2022-01-26 00:00:00
617,497050061.13560003,1521835908.5735,2022-01-27 00:00:00
618,535661149.33034,1607583079.86674,2022-01-28 00:00:00
619,545588350.8261501,1646965634.2951,2022-01-29 00:00:00
620,512956081.78419,1643543543.5264602,2022-01-30 00:00:00
621,497543605.25686,1761741090.1011899,2022-01-31 00:00:00
622,495632609.70067,1724728960.39892,2022-02-01 00:00:00
623,495941874.71904004,1729512470.14358,2022-02-02 00:00:00
624,498870184.02719,1769052995.4864402,2022-02-03 00:00:00
625,515108815.3429,1642665826.2028298,2022-02-04 00:00:00
626,521306553.43924004,1685281767.09224,2022-02-05 00:00:00
627,467306434.89311,1914887203.6297,2022-02-06 00:00:00
628,476817890.2906,1949251578.90278,2022-02-07 00:00:00
629,506864929.29504997,2015762141.22102,2022-02-08 00:00:00
630,487200198.7795,2068084612.5815802,2022-02-09 00:00:00
631,487002420.50516,2114012295.75226,2022-02-10 00:00:00
632,480417679.4562,2090646715.63278,2022-02-11 00:00:00
633,516050975.17250997,2266417877.19248,2022-02-12 00:00:00
634,518843800.56075996,2335624830.36831,2022-02-13 00:00:00
635,518936567.67064,2343876448.29253,2022-02-14 00:00:00
636,524726205.11619,2271091487.44354,2022-02-15 00:00:00
637,494623755.01803,2132564310.07833,2022-02-16 00:00:00
638,515892394.25561,2210122508.7610297,2022-02-17 00:00:00
639,546738914.84365,2162727880.0824304,2022-02-18 00:00:00
640,547549866.33125,2164687032.05204,2022-02-19 00:00:00
641,539292922.99063,2155253954.08988,2022-02-20 00:00:00
642,521414667.22543,2182132626.20179,2022-02-21 00:00:00
643,533066944.95227,2110513502.07468,2022-02-22 00:00:00
644,519286649.23818,2111363501.5929399,2022-02-23 00:00:00
645,514513024.02646,2082677633.34164,2022-02-24 00:00:00
646,544498054.94444,2088251490.5883,2022-02-25 00:00:00
647,539340996.52749,1998573235.6984901,2022-02-26 00:00:00
648,532332419.7019,1996353530.74091,2022-02-27 00:00:00
649,532191849.06924,1954483354.48314,2022-02-28 00:00:00
650,479427890.73022,1863855312.74634,2022-03-01 00:00:00
651,497379721.37535,1852750865.39867,2022-03-02 00:00:00
652,503197233.51139,1766852768.72588,2022-03-03 00:00:00
653,373571039.28918,1733217863.50965,2022-03-04 00:00:00
654,385515463.35792005,1720275834.40666,2022-03-05 00:00:00
655,381705840.86815,1707357921.08893,2022-03-06 00:00:00
656,381907660.79503,1706512536.59233,2022-03-07 00:00:00
657,390065205.07644,1692440589.98357,2022-03-08 00:00:00
658,385274824.92667997,1657212680.79073,2022-03-09 00:00:00
659,383633478.51524,1637838198.4676502,2022-03-10 00:00:00
660,404312199.01364005,1647035464.13368,2022-03-11 00:00:00
661,418837370.41994005,1417427114.6703,2022-03-12 00:00:00
662,405585884.36681,1474439912.1639,2022-03-13 00:00:00
663,412586291.6676,1490235762.72398,2022-03-14 00:00:00
664,412611783.01951,1479903860.0566602,2022-03-15 00:00:00
665,384486981.64299,1446918433.45891,2022-03-16 00:00:00
666,389405890.58365995,1443741645.92492,2022-03-17 00:00:00
667,403973620.34726,1474933556.67172,2022-03-18 00:00:00
668,339584780.33539,1470520732.25724,2022-03-19 00:00:00
669,293677799.68218,1552819388.81987,2022-03-20 00:00:00
670,304784702.60046995,1527587470.74391,2022-03-21 00:00:00
671,267421023.81643,1478323161.3305302,2022-03-22 00:00:00
672,258085158.74256998,1475338862.57909,2022-03-23 00:00:00
673,241471819.87096,1420521651.04514,2022-03-24 00:00:00
674,207293607.32659,1286258034.1407201,2022-03-25 00:00:00
675,180388310.81151,1049333187.46068,2022-03-26 00:00:00
676,190527723.62518,1048644997.94709,2022-03-27 00:00:00
677,188640372.56131998,964631467.8078101,2022-03-28 00:00:00
678,173492897.28821,975180174.0993501,2022-03-29 00:00:00
679,192725817.31609002,1112467678.56383,2022-03-30 00:00:00
680,185334092.87683,1034664083.9585999,2022-03-31 00:00:00
681,195123283.84016,1002969086.23536,2022-04-01 00:00:00
682,206985236.16779998,984310222.8493401,2022-04-02 00:00:00
683,185730412.02425998,977282817.3267,2022-04-03 00:00:00
684,181281571.00437,976280977.53034,2022-04-04 00:00:00
685,171449738.46197,942851738.71665,2022-04-05 00:00:00
686,217068571.34591,1124024341.7941,2022-04-06 00:00:00
687,234344819.74594,1103418315.5784202,2022-04-07 00:00:00
688,256116398.9982,1111222162.07585,2022-04-08 00:00:00
689,290406502.87525,1016138663.99561,2022-04-09 00:00:00
690,287323450.61861,1004641651.4816899,2022-04-10 00:00:00
691,289190716.95119005,1069776043.3114799,2022-04-11 00:00:00
692,307293004.0209,1081728256.0516698,2022-04-12 00:00:00
693,284860137.65538996,1170220463.49492,2022-04-13 00:00:00
694,299896093.12601,1213489656.57862,2022-04-14 00:00:00
695,300261019.13834,1175857974.12894,2022-04-15 00:00:00
696,309303351.64197,1155682013.0247698,2022-04-16 00:00:00
697,312042331.99195,1179823296.20612,2022-04-17 00:00:00
698,314717259.93309,1198688146.55101,2022-04-18 00:00:00
699,314680422.4345,1182462430.98305,2022-04-19 00:00:00
700,307244915.66324,1189481139.0175197,2022-04-20 00:00:00
701,342578416.34349,1287930741.61327,2022-04-21 00:00:00
702,352220395.15472,1245615290.82791,2022-04-22 00:00:00
703,390578588.97951,1204315870.79137,2022-04-23 00:00:00
704,343786110.90787,1181621269.24685,2022-04-24 00:00:00
705,518453239.53479004,1291886762.7879,2022-04-25 00:00:00
706,500306221.98008996,1270944215.83681,2022-04-26 00:00:00
707,486253924.00406,1324494311.62365,2022-04-27 00:00:00
708,479288218.39273,1321462723.40798,2022-04-28 00:00:00
709,472079429.35444003,1297587057.90025,2022-04-29 00:00:00
710,466422675.08902,1301384637.8315299,2022-04-30 00:00:00
711,473115239.04339004,1345492290.63723,2022-05-01 00:00:00
712,468921517.4647,1355014642.52214,2022-05-02 00:00:00
713,505442012.61367,1451934429.4301598,2022-05-03 00:00:00
714,505823464.59922,1538442638.5780702,2022-05-04 00:00:00
715,398475335.72163,1563466492.0652401,2022-05-05 00:00:00
716,440445943.70224,1557215966.59357,2022-05-06 00:00:00
717,458911460.97905004,1575519118.38905,2022-05-07 00:00:00
718,476443188.05794,1612182995.6694999,2022-05-08 00:00:00
719,492788025.57309,1658402696.31746,2022-05-09 00:00:00
720,512054020.30571,1512643450.17292,2022-05-10 00:00:00
721,523649620.41398,1499449547.0346,2022-05-11 00:00:00
722,345364389.25718,1532297423.38994,2022-05-12 00:00:00
723,354651951.02722996,853757422.9427199,2022-05-13 00:00:00
724,314866094.61025,918368962.5696301,2022-05-14 00:00:00
725,263667523.11649,951963071.80036,2022-05-15 00:00:00
726,268189849.48257,939410255.34071,2022-05-16 00:00:00
727,259303750.95512,992825749.0685999,2022-05-17 00:00:00
728,280917400.03476,1155586944.7028499,2022-05-18 00:00:00
729,307702127.09837,1270707812.30648,2022-05-19 00:00:00
730,368872746.02948004,1341858091.84025,2022-05-20 00:00:00
731,301322160.79238003,1339808138.98196,2022-05-21 00:00:00
732,337043601.98226005,1375728049.79602,2022-05-22 00:00:00
733,407366357.81610996,1678527678.20247,2022-05-23 00:00:00
734,396155708.04779,1853096785.17523,2022-05-24 00:00:00
735,403923958.74558,1860576003.7680202,2022-05-25 00:00:00
736,391235228.19637996,1837062320.95189,2022-05-26 00:00:00
737,376237236.9101,1751280971.48455,2022-05-27 00:00:00
738,544000139.60743,1759664693.17681,2022-05-28 00:00:00
739,565529961.1435399,1772652125.12973,2022-05-29 00:00:00
740,561039295.27573,1682694128.12083,2022-05-30 00:00:00
741,528935884.04976,1683312745.6265802,2022-05-31 00:00:00
742,532545284.09121,1713205636.2115698,2022-06-01 00:00:00
743,403764890.94065,1694656067.71213,2022-06-02 00:00:00
744,399561652.47224003,1742376500.61431,2022-06-03 00:00:00
745,384747358.44998,1825058502.6117601,2022-06-04 00:00:00
746,395701359.18650997,1830922132.41566,2022-06-05 00:00:00
747,382581618.22667,1852255483.6248398,2022-06-06 00:00:00
748,371457849.41713995,1801989685.7353199,2022-06-07 00:00:00
749,389754859.06236994,1844012970.2119398,2022-06-08 00:00:00
750,372952057.30117995,1823636244.60582,2022-06-09 00:00:00
751,477469401.6244,1855756002.63225,2022-06-10 00:00:00
752,480706630.22669,1836150604.60349,2022-06-11 00:00:00
753,490280076.94953996,1894478380.0890899,2022-06-12 00:00:00
754,511663559.47565,2070648858.00275,2022-06-13 00:00:00
755,550499891.4579501,1210733880.4335501,2022-06-14 00:00:00
756,597401350.8857601,1332133396.37341,2022-06-15 00:00:00
757,585792419.1017301,1297411201.11709,2022-06-16 00:00:00
758,258030427.52620998,1327229979.35761,2022-06-17 00:00:00
759,283573479.18141997,1364326826.17574,2022-06-18 00:00:00
760,126362244.81872,1349891463.15207,2022-06-19 00:00:00
761,118991213.56479,1355859748.24433,2022-06-20 00:00:00
762,120281501.74087,1357107167.09628,2022-06-21 00:00:00
763,144578561.50112998,1434275889.52039,2022-06-22 00:00:00
764,403583697.04196,1544254333.7307699,2022-06-23 00:00:00
765,389952088.28807,1547082852.42094,2022-06-24 00:00:00
766,376734925.22524,1666386594.93606,2022-06-25 00:00:00
767,366621838.58672,1643423329.40985,2022-06-26 00:00:00
768,360355187.95786,1638120639.66683,2022-06-27 00:00:00
769,337400506.91309,1656552666.9827101,2022-06-28 00:00:00
770,319148344.03162,1604881120.82217,2022-06-29 00:00:00
771,319647165.02695,1493177990.3383498,2022-06-30 00:00:00
772,317672306.4975,1524819700.67086,2022-07-01 00:00:00
773,302744142.40664,1576575229.00577,2022-07-02 00:00:00
774,300847906.44842994,1660293894.94518,2022-07-03 00:00:00
775,299800158.70811,1731007286.8226697,2022-07-04 00:00:00
776,298970680.68737,1768844780.8855,2022-07-05 00:00:00
777,303128955.54431003,1791189353.22204,2022-07-06 00:00:00
778,256567803.80405003,1927958227.7481098,2022-07-07 00:00:00
779,259932680.09652,1893892598.24401,2022-07-08 00:00:00
780,247297561.00111,1459461767.3956099,2022-07-09 00:00:00
781,245528494.21619,1464661599.43824,2022-07-10 00:00:00
782,244686761.46956998,1480222218.5047,2022-07-11 00:00:00
783,251895338.77571,1518654425.95855,2022-07-12 00:00:00
784,260206889.85427,1591012397.7617002,2022-07-13 00:00:00
785,302609326.65585,1563285690.3932598,2022-07-14 00:00:00
786,299463033.91361,1546585427.25643,2022-07-15 00:00:00
787,297507570.14707005,1506621542.3469698,2022-07-16 00:00:00
788,298856840.34378004,1491370681.69382,2022-07-17 00:00:00
789,292285328.90036,1499323389.7897,2022-07-18 00:00:00
790,377517243.52781,1494935751.75033,2022-07-19 00:00:00
791,338922085.77701,1486668289.5731099,2022-07-20 00:00:00
792,311172513.1812,1518649233.04831,2022-07-21 00:00:00
793,272471376.03635,1540528369.27735,2022-07-22 00:00:00
794,280678643.24758,1547741783.90977,2022-07-23 00:00:00
795,293011602.61823,1528503294.3490298,2022-07-24 00:00:00
796,300968475.99018,1521035775.73157,2022-07-25 00:00:00
797,291825151.46995,1551167708.2324002,2022-07-26 00:00:00
798,291565233.60438,1548672132.72037,2022-07-27 00:00:00
799,287409417.74353004,1483626267.6597602,2022-07-28 00:00:00
800,258632092.34725,1479705006.27196,2022-07-29 00:00:00
801,247927335.36687,1452892167.40435,2022-07-30 00:00:00
802,255529152.73959002,1452858353.96936,2022-07-31 00:00:00
803,253796320.81985998,1549980991.1162102,2022-08-01 00:00:00
804,257346057.27958998,1501710701.92815,2022-08-02 00:00:00
805,248894120.15222996,1486464225.2748702,2022-08-03 00:00:00
806,255894504.87946,1474512562.01871,2022-08-04 00:00:00
807,312315556.54596,1504581812.8995903,2022-08-05 00:00:00
808,340479083.35086,1540954520.62531,2022-08-06 00:00:00
809,344775578.6703,1556645478.39396,2022-08-07 00:00:00
810,348023761.53827,1566027043.60612,2022-08-08 00:00:00
811,367417551.50308,1602400800.43999,2022-08-09 00:00:00
812,400276449.73966,1637674378.18811,2022-08-10 00:00:00
813,353853546.87985,1663507131.7756102,2022-08-11 00:00:00
814,351434315.8252,1758983169.8687098,2022-08-12 00:00:00
815,339232612.30682003,1776643404.69905,2022-08-13 00:00:00
816,335885085.50863,1800411634.66381,2022-08-14 00:00:00
817,326726769.28992,1768134044.5108302,2022-08-15 00:00:00
818,343200609.60852003,1731024702.75559,2022-08-16 00:00:00
819,350682461.50987005,1794673174.94543,2022-08-17 00:00:00
820,361401397.4955801,1792799813.99137,2022-08-18 00:00:00
821,362337736.4993,1765717904.67798,2022-08-19 00:00:00
822,372811469.83202,1766967217.89709,2022-08-20 00:00:00
823,400318486.44496995,1807057958.57979,2022-08-21 00:00:00
824,303847671.87131,1678685724.28141,2022-08-22 00:00:00
825,312080699.89899,1663166763.50754,2022-08-23 00:00:00
826,314557992.17461,1705464067.13031,2022-08-24 00:00:00
827,319092629.76702,1698337457.89378,2022-08-25 00:00:00
828,326353968.20263,1671381017.93468,2022-08-26 00:00:00
829,326632509.05718,1648221321.87973,2022-08-27 00:00:00
830,330758947.32525,1652208217.96373,2022-08-28 00:00:00
831,334530453.28566,1785710773.86369,2022-08-29 00:00:00
832,322248674.69841,1707995761.03369,2022-08-30 00:00:00
833,323895864.76562,1762716675.39031,2022-08-31 00:00:00
834,328772549.79974,1836396822.99233,2022-09-01 00:00:00
835,324172969.06518,1840719300.45464,2022-09-02 00:00:00
836,326695906.96629,1824693553.30767,2022-09-03 00:00:00
837,334010314.56164,1808495071.3453302,2022-09-04 00:00:00
838,295919236.45992,1868184795.2454002,2022-09-05 00:00:00
839,280424239.08559,1904535294.2779398,2022-09-06 00:00:00
840,308572623.7368,1970576159.2286,2022-09-07 00:00:00
841,296112232.82431996,1964835351.1947303,2022-09-08 00:00:00
842,293377994.62317,1968612044.89644,2022-09-09 00:00:00
843,296408452.21977997,1982609032.4378102,2022-09-10 00:00:00
844,290499984.48843,2010306563.52262,2022-09-11 00:00:00
845,288675110.37598,2039697025.14635,2022-09-12 00:00:00
846,288524355.92858,2065349104.5449,2022-09-13 00:00:00
847,292263371.3332,2163630176.84206,2022-09-14 00:00:00
848,265689324.06467003,2305630210.23412,2022-09-15 00:00:00
849,264617372.68639,1779742428.4050899,2022-09-16 00:00:00
850,271001011.46977997,1697514282.56444,2022-09-17 00:00:00
851,261314898.04549,1677090403.97308,2022-09-18 00:00:00
852,274627551.81712997,1728732660.6581101,2022-09-19 00:00:00
853,282949198.63916,1674236452.54309,2022-09-20 00:00:00
854,279119116.48846,1659387231.64716,2022-09-21 00:00:00
855,268134457.85007998,1653267556.87325,2022-09-22 00:00:00
856,256827810.88957,1649743259.36061,2022-09-23 00:00:00
857,269895689.45471,1696717135.37673,2022-09-24 00:00:00
858,265695045.33155,1700779590.4264202,2022-09-25 00:00:00
859,262430093.25579,1695967224.82694,2022-09-26 00:00:00
860,280751187.08624,1563466234.84204,2022-09-27 00:00:00
861,302232520.72317,1523863385.0795002,2022-09-28 00:00:00
862,305215510.8603,1561872203.88087,2022-09-29 00:00:00
863,307953211.97317,1520061218.0180402,2022-09-30 00:00:00
864,309215364.77413,1479078469.4586701,2022-10-01 00:00:00
865,311290879.01922,1479181599.8659,2022-10-02 00:00:00
866,311957718.19994,1487148612.44523,2022-10-03 00:00:00
867,294530533.74021006,1413569804.2206202,2022-10-04 00:00:00
868,291091037.66551,1399778373.84443,2022-10-05 00:00:00
869,304153291.93378,1395538819.29829,2022-10-06 00:00:00
870,305715324.45137,1401990499.3678901,2022-10-07 00:00:00
871,305287594.78485,1395872491.72611,2022-10-08 00:00:00
872,301790243.38702,1411294115.79699,2022-10-09 00:00:00
873,312481035.00569,1396438636.08042,2022-10-10 00:00:00
874,309348767.08171,1388940502.86342,2022-10-11 00:00:00
875,302643581.6777,1376495387.70434,2022-10-12 00:00:00
876,279894385.51414,1311341960.0209801,2022-10-13 00:00:00
877,281526344.01115,1157121229.90207,2022-10-14 00:00:00
878,282182440.61393,1137742250.8562,2022-10-15 00:00:00
879,362961557.87886,1135114000.09057,2022-10-16 00:00:00
880,360334997.46054,1132412654.394,2022-10-17 00:00:00
881,256738814.31139997,1029089978.5652201,2022-10-18 00:00:00
882,255354279.09034,1021738230.07966,2022-10-19 00:00:00
883,251782858.80031997,1004269894.7289301,2022-10-20 00:00:00
884,253491348.62004,1002263561.0159401,2022-10-21 00:00:00
885,162063070.63174,1022514947.39505,2022-10-22 00:00:00
886,160895395.38756,1011052151.22522,2022-10-23 00:00:00
887,166981597.81561,1013523306.7359201,2022-10-24 00:00:00
888,132002083.25827,1038288822.823,2022-10-25 00:00:00
889,137686137.73245,1049691980.62725,2022-10-26 00:00:00
890,135644420.10538,1056540087.66516,2022-10-27 00:00:00
891,130298719.43575001,1063616597.60499,2022-10-28 00:00:00
892,130192192.19505,1045361103.7355402,2022-10-29 00:00:00
893,175660943.5857,1049533830.8331699,2022-10-30 00:00:00
894,171643774.98128,1051487678.0311301,2022-10-31 00:00:00
895,109763848.03036001,1036344800.90002,2022-11-01 00:00:00
896,116718113.96420002,1022604875.02391,2022-11-02 00:00:00
897,115673325.41858,978624754.28207,2022-11-03 00:00:00
898,108810478.16841,964855957.1735,2022-11-04 00:00:00
899,116433536.65056,967987172.60246,2022-11-05 00:00:00
900,120905741.95372,971320348.8741801,2022-11-06 00:00:00
901,123310948.32663001,959906338.32711,2022-11-07 00:00:00
902,136900047.70062,977018039.8599801,2022-11-08 00:00:00
903,71244261.24005,909988292.36938,2022-11-09 00:00:00
904,60781647.16491,912743301.1383901,2022-11-10 00:00:00
905,51545870.68872,739164116.4858801,2022-11-11 00:00:00
906,64441033.311850004,834544417.3159101,2022-11-12 00:00:00
907,66516812.37345,854655256.8979402,2022-11-13 00:00:00
908,57925313.29111,994072617.7679601,2022-11-14 00:00:00
909,69460460.30196,1035343831.0638801,2022-11-15 00:00:00
910,63451985.351789996,991384901.4984801,2022-11-16 00:00:00
911,81135911.91339001,1020941846.76868,2022-11-17 00:00:00
912,80978724.45907,975587775.2080199,2022-11-18 00:00:00
913,108263176.18869,935718619.45289,2022-11-19 00:00:00
914,112646439.02530001,956559340.24191,2022-11-20 00:00:00
915,96378444.57975,950368190.0664399,2022-11-21 00:00:00
916,119692240.62509,851416944.2858499,2022-11-22 00:00:00
917,169255785.65050998,824087694.4838799,2022-11-23 00:00:00
918,158036438.95787,793784573.9525,2022-11-24 00:00:00
919,127849341.06638,698549739.21,2022-11-25 00:00:00
920,139686476.65798998,721429441.31073,2022-11-26 00:00:00
921,132815357.60729,722180541.03658,2022-11-27 00:00:00
922,130737115.38635,724381787.98371,2022-11-28 00:00:00
923,137929232.46405,708478227.90694,2022-11-29 00:00:00
924,141602427.88298,727204681.63596,2022-11-30 00:00:00
925,129471987.09753999,702664387.94688,2022-12-01 00:00:00
926,116126658.21044001,674055009.6547899,2022-12-02 00:00:00
927,118145082.33180001,690935653.89939,2022-12-03 00:00:00
928,117732382.47663,702033715.0764,2022-12-04 00:00:00
929,124089297.70404999,698024925.12396,2022-12-05 00:00:00
930,144625060.57582,689844528.77685,2022-12-06 00:00:00
931,130753174.28014001,678168606.7678001,2022-12-07 00:00:00
932,132342038.57259,683289143.9762499,2022-12-08 00:00:00
933,128893142.30354,682748318.11796,2022-12-09 00:00:00
